,code,name1,name2,type,name3
3834,005683,GSABHXLHPZHH,国寿安保华兴灵活配置混合,混合型-灵活,GUOSHOUANBAOHUAXINGLINGHUOPEIZHIHUNHE
3835,005684,CTZGHR12GYDKZA,财通资管鸿睿12个月定开债A,债券型-混合一级,CAITONGZIGUANHONGRUI12GEYUEDINGKAIZHAIA
3836,005685,CTZGHR12GYDKZC,财通资管鸿睿12个月定开债C,债券型-混合一级,CAITONGZIGUANHONGRUI12GEYUEDINGKAIZHAIC
3837,005686,CTZGRX12GYDKHHA,财通资管瑞享12个月定开混合A,混合型-偏债,CAITONGZIGUANRUIXIANG12GEYUEDINGKAIHUNHEA
3838,005689,ZYYLBJHHA,中银医疗保健混合A,混合型-灵活,ZHONGYINYILIAOBAOJIANHUNHEA
3839,005690,ZYAXZQA,中银安享债券A,债券型-长债,ZHONGYINANXIANGZHAIQUANA
3840,005691,NFZZA100ETFLJC,南方中证A100ETF联接C,指数型-股票,NANFANGZHONGZHENGA100ETFLIANJIEC
3841,005693,GFZZJGETFLJC,广发中证军工ETF联接C,指数型-股票,GUANGFAZHONGZHENGJUNGONGETFLIANJIEC
3842,005695,HARMLNDKHHA,华安睿明两年定开混合A,混合型-灵活,HUAANRUIMINGLIANGNIANDINGKAIHUNHEA
3843,005696,HARMLNDKHHC,华安睿明两年定开混合C,混合型-灵活,HUAANRUIMINGLIANGNIANDINGKAIHUNHEC
3844,005698,HXQQKJXFHHQDIIRMB,华夏全球科技先锋混合(QDII)(人民币),QDII-混合偏股,HUAXIAQUANQIUKEJIXIANFENGHUNHEQDIIRENMINBI
3845,005699,GYXJJRMB,工银新经济人民币,QDII-混合灵活,GONGYINXINJINGJIRENMINBI
3846,005700,GYXJJMY,工银新经济美元,QDII-混合灵活,GONGYINXINJINGJIMEIYUAN
3847,005701,MGXGJXGGTHHA,摩根香港精选港股通混合A,混合型-偏股,MOGENXIANGGANGJINGXUANGANGGUTONGHUNHEA
3848,005703,YYZYZQA,永赢增益债券A,债券型-长债,YONGYINGZENGYIZHAIQUANA
3849,005704,YYZYZQC,永赢增益债券C,债券型-长债,YONGYINGZENGYIZHAIQUANC
3850,005705,YYHYZQ,永赢恒益债券,债券型-长债,YONGYINGHENGYIZHAIQUAN
3851,005706,XYLTSYPHHH,兴业龙腾双益平衡混合,混合型-偏债,XINGYELONGTENGSHUANGYIPINGHENGHUNHE
3852,005707,FGGGTLHJXGPA,富国港股通量化精选股票A,股票型,FUGUOGANGGUTONGLIANGHUAJINGXUANGUPIAOA
3853,005708,GLAYJCZHH,国联安远见成长混合,混合型-偏股,GUOLIANANYUANJIANCHENGZHANGHUNHE
3854,005709,HADYZQA,华安鼎益债券A,债券型-长债,HUAANDINGYIZHAIQUANA
3855,005710,XYJR3GYDKZ,兴业嘉润3个月定开债,债券型-长债,XINGYEJIARUN3GEYUEDINGKAIZHAI
3856,005711,YYHTLLHPZHH,永赢惠添利灵活配置混合,混合型-灵活,YONGYINGHUITIANLILINGHUOPEIZHIHUNHE
3857,005712,XQXTDQKFZQ,兴全祥泰定期开放债券,债券型-长债,XINGQUANXIANGTAIDINGQIKAIFANGZHAIQUAN
3858,005713,GLJJHDQKFZQA,国联季季红定期开放债券A,债券型-混合一级,GUOLIANJIJIHONGDINGQIKAIFANGZHAIQUANA
3859,005714,GLJJHDQKFZQC,国联季季红定期开放债券C,债券型-混合一级,GUOLIANJIJIHONGDINGQIKAIFANGZHAIQUANC
3860,005717,XYJYZQA,兴业机遇债券A,债券型-混合二级,XINGYEJIYUZHAIQUANA
3861,005718,CXFRLNDKZQA,长信富瑞两年定开债券A,债券型-长债,CHANGXINFURUILIANGNIANDINGKAIZHAIQUANA
3862,005719,ZSZCDKZFQS,招商招诚定开债发起式,债券型-长债,ZHAOSHANGZHAOCHENGDINGKAIZHAIFAQISHI
3863,005720,QHKYQSDKZA,前海开源乾盛定开债A,债券型-长债,QIANHAIKAIYUANQIANSHENGDINGKAIZHAIA
3864,005721,QHKYQSDKZC,前海开源乾盛定开债C,债券型-长债,QIANHAIKAIYUANQIANSHENGDINGKAIZHAIC
3865,005722,QHLHHRDKZQ,前海联合泓瑞定开债券,债券型-长债,QIANHAILIANHEHONGRUIDINGKAIZHAIQUAN
3866,005723,GLJADQKFZQ,国联聚安定期开放债券,债券型-混合一级,GUOLIANJUANDINGQIKAIFANGZHAIQUAN
3867,005725,GTRYHZZDZA,国投瑞银恒泽中短债A,债券型-中短债,GUOTOURUIYINHENGZEZHONGDUANZHAIA
3868,005726,GTJZJXLHPZHHA,国泰价值精选灵活配置混合A,混合型-灵活,GUOTAIJIAZHIJINGXUANLINGHUOPEIZHIHUNHEA
3869,005727,JSZC400ETFLJC,嘉实中创400ETF联接C,指数型-股票,JIASHIZHONGCHUANG400ETFLIANJIEC
3870,005729,NFRGZNHH,南方人工智能混合,混合型-偏股,NANFANGRENGONGZHINENGHUNHE
3871,005730,GTJYYSJXHHA,国泰江源优势精选混合A,混合型-灵活,GUOTAIJIANGYUANYOUSHIJINGXUANHUNHEA
3872,005731,CTRZ6GYDKZ,财通睿智6个月定开债,债券型-长债,CAITONGRUIZHI6GEYUEDINGKAIZHAI
3873,005732,FGZXCZLHPZHHA,富国臻选成长灵活配置混合A,混合型-灵活,FUGUOZHENXUANCHENGZHANGLINGHUOPEIZHIHUNHEA
3874,005733,HXSZ50ETFLJC,华夏上证50ETF联接C,指数型-股票,HUAXIASHANGZHENG50ETFLIANJIEC
3875,005734,HXHGTHSETFLJC,华夏沪港通恒生ETF联接C,指数型-股票,HUAXIAHUGANGTONGHENGSHENGETFLIANJIEC
3876,005735,MSCIZGAGGJTLJC,MSCI中国A股国际通联接C,指数型-股票,MSCIZHONGGUOAGUGUOJITONGLIANJIEC
3877,005736,ZOXHZQ,中欧兴华债券,债券型-长债,ZHONGOUXINGHUAZHAIQUAN
3878,005737,BSSZ50ETFLJC,博时上证50ETF联接C,指数型-股票,BOSHISHANGZHENG50ETFLIANJIEC
3879,005738,CCZNCYHHA,长城智能产业混合A,混合型-灵活,CHANGCHENGZHINENGCHANYEHUNHEA
3880,005739,FGZXJYHH,富国转型机遇混合,混合型-偏股,FUGUOZHUANXINGJIYUHUNHE
3881,005740,YFDHXDQKFZQ,易方达恒信定期开放债券,债券型-长债,YIFANGDAHENGXINDINGQIKAIFANGZHAIQUAN
3882,005741,NFJXHHA,南方君信混合A,混合型-灵活,NANFANGJUNXINHUNHEA
3883,005742,NFCAYXHH,南方成安优选混合,混合型-灵活,NANFANGCHENGANYOUXUANHUNHE
3884,005743,CAYLHHA,长安裕隆混合A,混合型-灵活,CHANGANYULONGHUNHEA
3885,005744,CAYLHHC,长安裕隆混合C,混合型-灵活,CHANGANYULONGHUNHEC
3886,005745,GFHKDQKFZQ,广发汇康定期开放债券,债券型-长债,GUANGFAHUIKANGDINGQIKAIFANGZHAIQUAN
3887,005746,GTJLJZDKHH,国泰聚利价值定开混合,混合型-灵活,GUOTAIJULIJIAZHIDINGKAIHUNHE
3888,005749,YHTF3GYDKZQ,银河庭芳3个月定开债券,债券型-长债,YINHETINGFANG3GEYUEDINGKAIZHAIQUAN
3889,005750,PASZTYZQA,平安双债添益债券A,债券型-混合一级,PINGANSHUANGZHAITIANYIZHAIQUANA
3890,005751,PASZTYZQC,平安双债添益债券C,债券型-混合一级,PINGANSHUANGZHAITIANYIZHAIQUANC
3891,005752,JYTSDKZQ,金鹰添盛定开债券,债券型-长债,JINYINGTIANSHENGDINGKAIZHAIQUAN
3892,005753,HLJL3GYDKZQFQS,宏利金利3个月定开债券发起式,债券型-长债,HONGLIJINLI3GEYUEDINGKAIZHAIQUANFAQISHI
3893,005754,PADZA,平安短债A,债券型-中短债,PINGANDUANZHAIA
3894,005755,PADZC,平安短债C,债券型-中短债,PINGANDUANZHAIC
3895,005756,PADZE,平安短债E,债券型-中短债,PINGANDUANZHAIE
3896,005760,FGZQYSHHA,富国周期优势混合A,混合型-偏股,FUGUOZHOUQIYOUSHIHUNHEA
3897,005761,ZSMSCIZGAGGJETFLJA,招商MSCI中国A股国际ETF联接A,指数型-股票,ZHAOSHANGMSCIZHONGGUOAGUGUOJIETFLIANJIEA
3898,005762,ZSMSCIZGAGGJETFLJC,招商MSCI中国A股国际ETF联接C,指数型-股票,ZHAOSHANGMSCIZHONGGUOAGUGUOJIETFLIANJIEC
3899,005763,ZODZXXCYHGSGPC,中欧电子信息产业沪港深股票C,股票型,ZHONGOUDIANZIXINXICHANYEHUGANGSHENGUPIAOC
3900,005764,ZOQLJZLHPZHHC,中欧潜力价值灵活配置混合C,混合型-灵活,ZHONGOUQIANLIJIAZHILINGHUOPEIZHIHUNHEC
3901,005765,ZOMRXCTHHC,中欧明睿新常态混合C,混合型-偏股,ZHONGOUMINGRUIXINCHANGTAIHUNHEC
3902,005766,PAHRDKZ,平安合瑞定开债,债券型-长债,PINGANHERUIDINGKAIZHAI
3903,005771,YHKZZZQ,银华可转债债券,债券型-混合二级,YINHUAKEZHUANZHAIZHAIQUAN
3904,005772,GYRJDKFQSZQ,工银瑞景定开发起式债券,债券型-长债,GONGYINRUIJINGDINGKAIFAQISHIZHAIQUAN
3905,005774,HXCYSJHHA,华夏产业升级混合A,混合型-偏股,HUAXIACHANYESHENGJIHUNHEA
3906,005775,ZJZXDLHHA,中加转型动力混合A,混合型-灵活,ZHONGJIAZHUANXINGDONGLIHUNHEA
3907,005776,ZJZXDLHHC,中加转型动力混合C,混合型-灵活,ZHONGJIAZHUANXINGDONGLIHUNHEC
3908,005777,GFKJDLGP,广发科技动力股票,股票型,GUANGFAKEJIDONGLIGUPIAO
3909,005778,GFHYCZDKZ,广发汇元纯债定开债,债券型-长债,GUANGFAHUIYUANCHUNZHAIDINGKAIZHAI
3910,005779,XYCLDKZ,鑫元常利定开债,债券型-长债,XINYUANCHANGLIDINGKAIZHAI
3911,005780,XYZLDKZFQS,鑫元增利定开债发起式,债券型-长债,XINYUANZENGLIDINGKAIZHAIFAQISHI
3912,005781,HFFR3GYDKZ,华富富瑞3个月定开债,债券型-长债,HUAFUFURUI3GEYUEDINGKAIZHAI
3913,005782,CJHXHYCZYNDKZA,创金合信汇益纯债一年定开债A,债券型-长债,CHUANGJINHEXINHUIYICHUNZHAIYINIANDINGKAIZHAIA
3914,005783,CJHXHYCZYNDKZC,创金合信汇益纯债一年定开债C,债券型-长债,CHUANGJINHEXINHUIYICHUNZHAIYINIANDINGKAIZHAIC
3915,005784,CJHXHYLGYDKZA,创金合信汇誉六个月定开债A,债券型-长债,CHUANGJINHEXINHUIYULIUGEYUEDINGKAIZHAIA
3916,005785,CJHXHYLGYDKZC,创金合信汇誉六个月定开债C,债券型-长债,CHUANGJINHEXINHUIYULIUGEYUEDINGKAIZHAIC
3917,005786,ZYCZHLDKZ,中邮纯债汇利定开债,债券型-长债,ZHONGYOUCHUNZHAIHUILIDINGKAIZHAI
3918,005787,ZOXQSHHC,中欧新趋势混合C,混合型-偏股,ZHONGOUXINQUSHIHUNHEC
3919,005788,NFMSCIZGAGLJA,南方MSCI中国A股联接A,指数型-股票,NANFANGMSCIZHONGGUOAGULIANJIEA
3920,005789,NFMSCIZGAGLJC,南方MSCI中国A股联接C,指数型-股票,NANFANGMSCIZHONGGUOAGULIANJIEC
3921,005790,YHJX3GYDKZ,银河景行3个月定开债,债券型-长债,YINHEJINGXING3GEYUEDINGKAIZHAI
3922,005791,HXDFSGYDKZA,华夏鼎福三个月定开债A,债券型-长债,HUAXIADINGFUSANGEYUEDINGKAIZHAIA
3923,005792,HXDFSGYDKZC,华夏鼎福三个月定开债C,债券型-长债,HUAXIADINGFUSANGEYUEDINGKAIZHAIC
3924,005793,HFKZZZQA,华富可转债债券A,债券型-混合二级,HUAFUKEZHUANZHAIZHAIQUANA
3925,005794,YHXYLHPZHHA,银华心怡灵活配置混合A,混合型-灵活,YINHUAXINYILINGHUOPEIZHIHUNHEA
3926,005795,BSZZ500ZSZQC,博时中证500指数增强C,指数型-股票,BOSHIZHONGZHENG500ZHISHUZENGQIANGC
3927,005801,GYYDJJMY,工银印度基金美元,QDII-混合偏股,GONGYINYINDUJIJINMEIYUAN
3928,005802,HTFZNZZGPA,汇添富智能制造股票A,股票型,HUITIANFUZHINENGZHIZAOGUPIAOA
3929,005805,HTBRYLJKA,华泰柏瑞医疗健康A,混合型-偏股,HUATAIBAIRUIYILIAOJIANKANGA
3930,005809,QHKYYYFOF,前海开源裕源(FOF),FOF-均衡型,QIANHAIKAIYUANYUYUANFOF
3931,005810,NFRXYNHHA,南方瑞祥一年混合A,混合型-灵活,NANFANGRUIXIANGYINIANHUNHEA
3932,005811,NFRXYNHHC,南方瑞祥一年混合C,混合型-灵活,NANFANGRUIXIANGYINIANHUNHEC
3933,005812,PHCYJXHHA,鹏华产业精选混合A,混合型-灵活,PENGHUACHANYEJINGXUANHUNHEA
3934,005813,HACESGGTETFLJA,华安CES港股通ETF联接A,指数型-股票,HUAANCESGANGGUTONGETFLIANJIEA
3935,005814,HACESGGTETFLJC,华安CES港股通ETF联接C,指数型-股票,HUAANCESGANGGUTONGETFLIANJIEC
3936,005815,NYHLRXLHPZHH,农银汇理睿选灵活配置混合,混合型-灵活,NONGYINHUILIRUIXUANLINGHUOPEIZHIHUNHE
3937,005816,GTNHDQKFZQ,国泰农惠定期开放债券,债券型-混合一级,GUOTAINONGHUIDINGQIKAIFANGZHAIQUAN
3938,005817,JYSAFSDKZ,金元顺安沣顺定开债,债券型-长债,JINYUANSHUNANFENGSHUNDINGKAIZHAI
3939,005818,JYSAFTDKZFQS,金元顺安沣泰定开债发起式,债券型-长债,JINYUANSHUNANFENGTAIDINGKAIZHAIFAQISHI
3940,005819,GTYSHYHHA,国泰优势行业混合A,混合型-偏股,GUOTAIYOUSHIHANGYEHUNHEA
3941,005820,BSFXCZ3GYDKZFQS,博时富兴纯债3个月定开债发起式,债券型-长债,BOSHIFUXINGCHUNZHAI3GEYUEDINGKAIZHAIFAQISHI
3942,005821,WJXJYLTQYHHA,万家新机遇龙头企业混合A,混合型-灵活,WANJIAXINJIYULONGTOUQIYEHUNHEA
3943,005823,TKYXHHA,泰康颐享混合A,混合型-偏债,TAIKANGYIXIANGHUNHEA
3944,005824,TKYXHHC,泰康颐享混合C,混合型-偏债,TAIKANGYIXIANGHUNHEC
3945,005825,SWLXZNQDGPA,申万菱信智能驱动股票A,股票型,SHENWANLINGXINZHINENGQUDONGGUPIAOA
3946,005826,HXQLJXGP,华夏潜龙精选股票,股票型,HUAXIAQIANLONGJINGXUANGUPIAO
3947,005827,YFDLCJXHH,易方达蓝筹精选混合,混合型-偏股,YIFANGDALANCHOUJINGXUANHUNHE
3948,005828,CJLYDKZ,长江乐越定开债,债券型-混合一级,CHANGJIANGLEYUEDINGKAIZHAI
3949,005829,JXMSCILJA,建信MSCI联接A,指数型-股票,JIANXINMSCILIANJIEA
3950,005830,JXMSCILJC,建信MSCI联接C,指数型-股票,JIANXINMSCILIANJIEC
3951,005831,PHZY3GYDKZ,鹏华尊悦3个月定开债,债券型-长债,PENGHUAZUNYUE3GEYUEDINGKAIZHAI
3952,005833,GYHLYXHHA,工银红利优享混合A,混合型-灵活,GONGYINHONGLIYOUXIANGHUNHEA
3953,005834,GYHLYXHHC,工银红利优享混合C,混合型-灵活,GONGYINHONGLIYOUXIANGHUNHEC
3954,005836,CJHXTYSJHDKZQA,创金合信泰盈双季红定开债券A,债券型-长债,CHUANGJINHEXINTAIYINGSHUANGJIHONGDINGKAIZHAIQUANA
3955,005837,CJHXTYSJHDKZQC,创金合信泰盈双季红定开债券C,债券型-长债,CHUANGJINHEXINTAIYINGSHUANGJIHONGDINGKAIZHAIQUANC
3956,005838,CJHXZZ13NZJZA,创金合信中债1-3年政金债A,指数型-固收,CHUANGJINHEXINZHONGZHAI13NIANZHENGJINZHAIA
3957,005839,CJHXZZ13NZJZC,创金合信中债1-3年政金债C,指数型-固收,CHUANGJINHEXINZHONGZHAI13NIANZHENGJINZHAIC
3958,005840,FGCYQDHHA,富国产业驱动混合A,混合型-偏股,FUGUOCHANYEQUDONGHUNHEA
3959,005841,FGZLCZDKZ,富国尊利纯债定开债,债券型-长债,FUGUOZUNLICHUNZHAIDINGKAIZHAI
3960,005842,HFTHFDKZQ,海富通弘丰定开债券,债券型-长债,HAIFUTONGHONGFENGDINGKAIZHAIQUAN
3961,005843,JYSAFQZQA,金元顺安沣泉债券A,债券型-混合二级,JINYUANSHUNANFENGQUANZHAIQUANA
3962,005844,DFRGZNZTHHA,东方人工智能主题混合A,混合型-偏股,DONGFANGRENGONGZHINENGZHUTIHUNHEA
3963,005845,CCJRCZDK,长城久荣纯债定开,债券型-长债,CHANGCHENGJIURONGCHUNZHAIDINGKAI
3964,005846,BYYTCZZQA,宝盈盈泰纯债债券A,债券型-长债,BAOYINGYINGTAICHUNZHAIZHAIQUANA
3965,005847,FGHGSYJQDHHXA,富国沪港深业绩驱动混合型A,混合型-偏股,FUGUOHUGANGSHENYEJIQUDONGHUNHEXINGA
3966,005848,YHYLHHFQS,银华裕利混合发起式,混合型-偏股,YINHUAYULIHUNHEFAQISHI
3967,005849,XYHLDKZFQS,鑫元合利定开债发起式,债券型-长债,XINYUANHELIDINGKAIZHAIFAQISHI
3968,005850,CTHS300ZSZQ,财通沪深300指数增强,指数型-股票,CAITONGHUSHEN300ZHISHUZENGQIANG
3969,005851,CTXSYLHPZHHA,财通新视野灵活配置混合A,混合型-灵活,CAITONGXINSHIYELINGHUOPEIZHIHUNHEA
3970,005852,ZYTLZQFQC,中银添利债券发起C,债券型-混合二级,ZHONGYINTIANLIZHAIQUANFAQIC
3971,005853,CTJLZQA,财通聚利债券A,债券型-长债,CAITONGJULIZHAIQUANA
3972,005854,CTHLZQA,财通汇利债券A,债券型-长债,CAITONGHUILIZHAIQUANA
3973,005855,ZKWTWRHHA,中科沃土沃瑞混合A,混合型-灵活,ZHONGKEWOTUWORUIHUNHEA
3974,005856,ZKWTWRHHC,中科沃土沃瑞混合C,混合型-灵活,ZHONGKEWOTUWORUIHUNHEC
3975,005857,HTFXCDKZA,汇添富鑫成定开债A,债券型-混合一级,HUITIANFUXINCHENGDINGKAIZHAIA
3976,005858,HTFXCDKZC,汇添富鑫成定开债C,债券型-混合一级,HUITIANFUXINCHENGDINGKAIZHAIC
3977,005862,HXDLSGYDKZQA,华夏鼎禄三个月定开债券A,债券型-混合一级,HUAXIADINGLUSANGEYUEDINGKAIZHAIQUANA
3978,005863,HXDLSGYDKZQC,华夏鼎禄三个月定开债券C,债券型-混合一级,HUAXIADINGLUSANGEYUEDINGKAIZHAIQUANC
3979,005864,GTRYSDCZZQ,国投瑞银顺达纯债债券,债券型-长债,GUOTOURUIYINSHUNDACHUNZHAIZHAIQUAN
3980,005865,PYASLHDCLHHA,浦银安盛量化多策略混合A,混合型-灵活,PUYINANSHENGLIANGHUADUOCELUEHUNHEA
3981,005866,PYASLHDCLHHC,浦银安盛量化多策略混合C,混合型-灵活,PUYINANSHENGLIANGHUADUOCELUEHUNHEC
3982,005867,GTHS300ZSC,国泰沪深300指数C,指数型-股票,GUOTAIHUSHEN300ZHISHUC
3983,005868,PAMSCIZGAGETFLJA,平安MSCI中国A股ETF联接A,指数型-股票,PINGANMSCIZHONGGUOAGUETFLIANJIEA
3984,005869,PAMSCIZGAGETFLJC,平安MSCI中国A股ETF联接C,指数型-股票,PINGANMSCIZHONGGUOAGUETFLIANJIEC
3985,005870,PHHS300ZSZQA,鹏华沪深300指数增强A,指数型-股票,PENGHUAHUSHEN300ZHISHUZENGQIANGA
3986,005871,THRXDKZ,天弘荣享定开债,债券型-长债,TIANHONGRONGXIANGDINGKAIZHAI
3987,005872,TPHLCZ,太平恒利纯债,债券型-长债,TAIPINGHENGLICHUNZHAI
3988,005873,JXCYBETFLJA,建信创业板ETF联接A,指数型-股票,JIANXINCHUANGYEBANETFLIANJIEA
3989,005874,JXCYBETFLJC,建信创业板ETF联接C,指数型-股票,JIANXINCHUANGYEBANETFLIANJIEC
3990,005875,YFDZPCZHH,易方达中盘成长混合,混合型-偏股,YIFANGDAZHONGPANCHENGZHANGHUNHE
3991,005876,YFDXZZLHHA,易方达鑫转增利混合A,混合型-偏债,YIFANGDAXINZHUANZENGLIHUNHEA
3992,005877,YFDXZZLHHC,易方达鑫转增利混合C,混合型-偏债,YIFANGDAXINZHUANZENGLIHUNHEC
3993,005878,BSCYXDLHHC,博时产业新动力混合C,混合型-灵活,BOSHICHANYEXINDONGLIHUNHEC
3994,005879,ZJYXDKZQ,中加颐兴定开债券,债券型-长债,ZHONGJIAYIXINGDINGKAIZHAIQUAN
3995,005880,JXSZ50ETFFQLJA,建信上证50ETF发起联接A,指数型-股票,JIANXINSHANGZHENG50ETFFAQILIANJIEA
3996,005881,JXSZ50ETFFQLJC,建信上证50ETF发起联接C,指数型-股票,JIANXINSHANGZHENG50ETFFAQILIANJIEC
3997,005882,CTZGHDZQE,财通资管鸿达债券E,债券型-长债,CAITONGZIGUANHONGDAZHAIQUANE
3998,005884,PAHYDKZ,平安合悦定开债,债券型-长债,PINGANHEYUEDINGKAIZHAI
3999,005885,JYXXCYGPC,金鹰信息产业股票C,股票型,JINYINGXINXICHANYEGUPIAOC
4000,005886,HXDPZQA,华夏鼎沛债券A,债券型-混合二级,HUAXIADINGPEIZHAIQUANA
4001,005887,HXDPZQC,华夏鼎沛债券C,债券型-混合二级,HUAXIADINGPEIZHAIQUANC
4002,005888,HXXXXFHHA,华夏新兴消费混合A,混合型-偏股,HUAXIAXINXINGXIAOFEIHUNHEA
4003,005889,HXXXXFHHC,华夏新兴消费混合C,混合型-偏股,HUAXIAXINXINGXIAOFEIHUNHEC
4004,005890,XFBYCZA,先锋博盈纯债A,债券型-混合一级,XIANFENGBOYINGCHUNZHAIA
4005,005891,XFBYCZC,先锋博盈纯债C,债券型-混合一级,XIANFENGBOYINGCHUNZHAIC
4006,005892,XFHYCZA,先锋汇盈纯债A,债券型-混合一级,XIANFENGHUIYINGCHUNZHAIA
4007,005893,XFHYCZC,先锋汇盈纯债C,债券型-混合一级,XIANFENGHUIYINGCHUNZHAIC
4008,005894,HXYSJXGP,华夏优势精选股票,股票型,HUAXIAYOUSHIJINGXUANGUPIAO
4009,005895,PAHFDKZ,平安合丰定开债,债券型-长债,PINGANHEFENGDINGKAIZHAI
4010,005896,PAHHDKZ,平安合慧定开债,债券型-长债,PINGANHEHUIDINGKAIZHAI
4011,005897,PAHYDKZ,平安合颖定开债,债券型-长债,PINGANHEYINGDINGKAIZHAI
4012,005898,PYASSZDKZQ,浦银安盛盛泽定开债券,债券型-长债,PUYINANSHENGSHENGZEDINGKAIZHAIQUAN
4013,005901,NAHLHHA,诺安汇利混合A,混合型-灵活,NUOANHUILIHUNHEA
4014,005902,NAHLHHC,诺安汇利混合C,混合型-灵活,NUOANHUILIHUNHEC
4015,005903,HLJYHHA,宏利绩优混合A,混合型-灵活,HONGLIJIYOUHUNHEA
4016,005904,HTBXCZYXA,华泰保兴成长优选A,混合型-偏股,HUATAIBAOXINGCHENGZHANGYOUXUANA
4017,005905,HTBXCZYXC,华泰保兴成长优选C,混合型-偏股,HUATAIBAOXINGCHENGZHANGYOUXUANC
4018,005906,ZSFMLHHHFQSA,招商丰茂灵活混合发起式A,混合型-灵活,ZHAOSHANGFENGMAOLINGHUOHUNHEFAQISHIA
4019,005907,ZSFMLHHHFQSC,招商丰茂灵活混合发起式C,混合型-灵活,ZHAOSHANGFENGMAOLINGHUOHUNHEFAQISHIC
4020,005908,HTBXZLZQA,华泰保兴尊利债券A,债券型-混合二级,HUATAIBAOXINGZUNLIZHAIQUANA
4021,005909,HTBXZLZQC,华泰保兴尊利债券C,债券型-混合二级,HUATAIBAOXINGZUNLIZHAIQUANC
4022,005910,GFLTYXHHA,广发龙头优选混合A,混合型-灵活,GUANGFALONGTOUYOUXUANHUNHEA
4023,005911,GFSQSJHHA,广发双擎升级混合A,混合型-偏股,GUANGFASHUANGQINGSHENGJIHUNHEA
4024,005914,JSCCZNSHHHA,景顺长城智能生活混合A,混合型-偏股,JINGSHUNCHANGCHENGZHINENGSHENGHUOHUNHEA
4025,005917,GFHY3GYDKZ,广发汇誉3个月定开债,债券型-长债,GUANGFAHUIYU3GEYUEDINGKAIZHAI
4026,005918,THHS300ETFLJC,天弘沪深300ETF联接C,指数型-股票,TIANHONGHUSHEN300ETFLIANJIEC
4027,005919,THZZ500ETFLJC,天弘中证500ETF联接C,指数型-股票,TIANHONGZHONGZHENG500ETFLIANJIEC
4028,005920,FGYLCZZQA,富国颐利纯债债券A,债券型-长债,FUGUOYILICHUNZHAIZHAIQUANA
4029,005921,NYHLJX3GYDKZ,农银汇理金鑫3个月定开债,债券型-长债,NONGYINHUILIJINXIN3GEYUEDINGKAIZHAI
4030,005925,JXFZYTHHFOFA,建信福泽裕泰混合(FOF)A,FOF-进取型,JIANXINFUZEYUTAIHUNHEFOFA
4031,005926,JXFZYTHHFOFC,建信福泽裕泰混合(FOF)C,FOF-进取型,JIANXINFUZEYUTAIHUNHEFOFC
4032,005927,CJHXXNYQCGPA,创金合信新能源汽车股票A,股票型,CHUANGJINHEXINXINNENGYUANQICHEGUPIAOA
4033,005928,CJHXXNYQCGPC,创金合信新能源汽车股票C,股票型,CHUANGJINHEXINXINNENGYUANQICHEGUPIAOC
4034,005931,GLHYCZA,国联恒裕纯债A,债券型-混合一级,GUOLIANHENGYUCHUNZHAIA
4035,005932,GLHYCZC,国联恒裕纯债C,债券型-混合一级,GUOLIANHENGYUCHUNZHAIC
4036,005933,QHLHXJZZHHA,前海联合先进制造混合A,混合型-灵活,QIANHAILIANHEXIANJINZHIZAOHUNHEA
4037,005934,QHLHXJZZHHC,前海联合先进制造混合C,混合型-灵活,QIANHAILIANHEXIANJINZHIZAOHUNHEC
4038,005935,QHLHRFHHC,前海联合润丰混合C,混合型-灵活,QIANHAILIANHERUNFENGHUNHEC
4039,005936,SWLXATHLCZA,申万菱信安泰惠利纯债A,债券型-长债,SHENWANLINGXINANTAIHUILICHUNZHAIA
4040,005937,GYJXJRDCHHA,工银精选金融地产混合A,混合型-偏股,GONGYINJINGXUANJINRONGDICHANHUNHEA
4041,005938,GYJXJRDCHHC,工银精选金融地产混合C,混合型-偏股,GONGYINJINGXUANJINRONGDICHANHUNHEC
4042,005939,GYXNYQCHHA,工银新能源汽车混合A,混合型-偏股,GONGYINXINNENGYUANQICHEHUNHEA
4043,005940,GYXNYQCHHC,工银新能源汽车混合C,混合型-偏股,GONGYINXINNENGYUANQICHEHUNHEC
4044,005943,GYJFHHA,工银聚福混合A,混合型-偏债,GONGYINJUFUHUNHEA
4045,005944,GYJFHHC,工银聚福混合C,混合型-偏债,GONGYINJUFUHUNHEC
4046,005945,GYKZZYXZQA,工银可转债优选债券A,债券型-混合二级,GONGYINKEZHUANZHAIYOUXUANZHAIQUANA
4047,005946,GYKZZYXZQC,工银可转债优选债券C,债券型-混合二级,GONGYINKEZHUANZHAIYOUXUANZHAIQUANC
4048,005947,DBMYJQLHHHA,德邦民裕进取量化混合A,混合型-灵活,DEBANGMINYUJINQULIANGHUAHUNHEA
4049,005948,DBMYJQLHHHC,德邦民裕进取量化混合C,混合型-灵活,DEBANGMINYUJINQULIANGHUAHUNHEC
4050,005949,XYHYLDHHA,鑫元行业轮动混合A,混合型-灵活,XINYUANHANGYELUNDONGHUNHEA
4051,005950,XYHYLDHHC,鑫元行业轮动混合C,混合型-灵活,XINYUANHANGYELUNDONGHUNHEC
4052,005951,MSJYHYCZA,民生加银恒益纯债A,债券型-长债,MINSHENGJIAYINHENGYICHUNZHAIA
